,H0_Seed167,H1_Seed168,H2_Seed169,H3_Seed170,H4_Seed171,H5_Seed172,H6_Seed173,H7_Seed174,H8_Seed175,H9_Seed176
50,0.0025289458706194245,-0.0072084488252811664,0.003517295339210325,0.0020417364704301473,-4.066081070254812e-05,-1.553562934173133e-45,0.004031051988026218,-1.1280701361836065e-232,-0.000709306991218162,-0.0011407448786732285
51,0.0027006142826060736,-0.007291600991871801,0.003620107652571812,0.002324035238790355,4.606544431526243e-05,-1.5807059256548547e-38,0.00443658410669287,-1.1477791530662613e-225,-0.0007043249844384743,-0.0013479553355690308
52,0.0028631543108346472,-0.007352108741450562,0.003711353679289602,0.0025977812330565068,0.00013219490909037161,-1.0279308247425713e-31,0.0048264699295328785,-7.463991576708914e-219,-0.0006972241638209038,-0.0017223440677475996
53,0.003016108822356947,-0.007389881888372493,0.003790803568593508,0.002862165150495681,0.00021746772734131724,-1.315799006449691e-25,0.005199586953394922,-9.55425449299311e-213,-0.0006880349632258113,-0.0020895105778498415
54,0.0031590512944016723,-0.007404899818653824,0.0038582641255754334,0.0031164197646925697,0.0003005979920257361,8.099800512898136e-18,0.005554867207717852,5.881411603401498e-205,-0.0006766222587612396,-0.0027304711560078633
55,0.0032915870569405043,-0.007397211418137775,0.003913579329870183,0.0033598110992509333,1.1867890884766152e-05,1.3124591109080366e-10,0.005891300408621635,9.530002907596933e-198,-0.0008892081841060455,-0.003741440773412974
56,0.003413354436795656,-0.0073669347881385955,0.00395663074019958,0.003591640605984686,-0.00030318472342682947,-9.574162488482534e-06,0.006207936933936897,9.022521146237157e-191,-0.00113724341081723,-0.004735627501234594
57,0.0035240257997667937,-0.007314256749408502,0.0039873377835242235,0.0038112472328221446,-0.0006156461167351194,-2.7198064609566526e-05,0.006503890610024419,5.296327962335076e-184,-0.0013804868116211444,-0.005710064487976317
58,0.003623308487552298,-0.0072394321358948644,0.004005657927885418,0.004018009375046702,-0.0009245700911844921,-4.4645556055882515e-05,0.006778341301782424,-2.2465552239990594e-178,-0.0016182133701424094,-0.006661849630885972
59,0.003710945646557642,-0.007142782880400526,0.0040115867383746315,0.004211346703847042,-0.001229024192394837,-6.186383922543138e-05,0.007030537297830394,-5.5459721639516685e-170,-0.001849717206250487,-0.007588159158741647
60,0.003786716946014974,-0.007024696894690775,0.004005157816029579,0.004390721866522346,-0.0015280925458364227,-7.88010186024657e-05,0.007259797483482548,-7.940868210354224e-163,-0.0020974286658900047,-0.008485849524013359
61,0.003850439183154868,-0.006883187989577825,0.003986442619795935,0.004555642053050319,-0.0018208786383561366,-9.540622180667009e-05,0.007465513294726924,-7.005263800119846e-156,-0.0028014182654235017,-0.009582222770739142
62,0.003901966773556194,-0.0068845499992311555,0.003955550172095823,0.00470566042417755,-0.002106508037699432,-0.0001116297540605076,0.0076471504471690675,-3.630834581751851e-149,-0.003499050453413529,-0.010676767747704268
63,0.00394119212513036,-0.0068776553096376175,0.003912626645313685,0.004840377396588403,-0.0023841310416191476,-0.00012742324889316253,0.007804250434544956,1.0093605411331692e-142,-0.0041822018883556165,-0.011732602189402475
64,0.003968045894559294,-0.006849570457871931,0.0037870652065341084,0.004959441781150972,-0.002652925248371771,-0.00014273981461467616,0.007936431792123723,5.06081950408805e-135,-0.004848826975693487,-0.012496804875981826
65,0.003982497125363628,-0.006800471082628077,0.0034546530899198903,0.0050625517706816055,-0.0029120980406302653,-0.00015753417610613694,0.008043391121031706,6.533441189605443e-128,-0.005496937439033656,-0.012888155325409276
66,0.0039845532671326615,-0.006730597190202452,0.003709552053426632,0.00514945577411609,-0.003160888975088515,-0.00017176281148504713,0.008124903870242253,5.366656818082108e-121,-0.006124608348735556,-0.013237570602474153
67,0.003974260075851807,-0.006640252284000771,0.0038237523730756074,0.005219953094494993,-0.0033985720703441813,-0.00018538408322190395,0.008180824873796991,2.3685527898560713e-114,-0.006729983949394959,-0.013544141094569554
68,0.003951701395606386,-0.006529802297757804,0.0038086944343943595,0.005273894448619532,-0.003624457985935095,-0.00019835836329974542,0.008211088641529245,-1.4860824747461607e-107,-0.007311283267737967,-0.013807097674815028
69,0.0039169988223202315,-0.006399674336038055,0.0037818966280414056,0.005311182326745047,-0.0038378960857422665,-0.00021064815202688435,0.00821570940234545,-4.5021247972558124e-100,-0.007866805483469071,-0.014025808773359351
